audio_file,class,id,candidate1_ko,candidate1_en,candidate2_ko,candidate2_en,candidate3_ko,candidate3_en,candidate4_ko,candidate4_en,candidate5_ko,candidate5_en
15_ (70).mp3,15,70,위 로 로 위 로 로 위 로 로 위 로 로 위 로 로 위 로 로 위 로 로 위 로 로,WI RO RO WI RO RO WI RO RO WI RO RO WI RO RO WI RO RO WI RO RO WI RO RO,뜰 를 뜰 를 뜰 를 뜰 를 뜰 를 르,TTEUL REUL TTEUL REUL TTEUL REUL TTEUL REUL TTEUL REUL REU,삐 로 로 로 삐 로 로 삐 로 로 로,PPI RO RO RO PPI RO RO PPI RO RO RO,뿅 봉 봉 봉 뿅 봉 봉 봉,PPYONG BONG BONG BONG PPYONG BONG BONG BONG,삐 용 삐 용 삐 용 삐 용,PPI YONG PPI YONG PPI YONG PPI YONG
15_ (71).mp3,15,71,뚠 띤 띤 띤 똥 똥 띤 띤,TTUN TTIN TTIN TTIN TTONG TTONG TTIN TTIN,텨 텨 탕 탕 부 듯 브 드 드 텨,TYEO TYEO TANG TANG BU DEUT BEU DEU DEU TYEO,뚱 띠 극 띠 긍,TTUNG TTI GEUK TTI GEUNG,삥 뽕 뽕 뽕 삥 뽀 롱 봉 뽕,PPING PPONG PPONG PPONG PPING PPO RONG BONG PPONG,둑 락 락 락 두 두 둑 락 락,DUK RAK RAK RAK DU DU DUK RAK RAK
15_ (72).mp3,15,72,따 라 란,TTA RA RAN,뜨 릉 릉 뜨 릉 뜨 릉,TTEU REUNG REUNG TTEU REUNG TTEU REUNG,드 그 등 드 긍 드 긍,DEU GEU DEUNG DEU GEUNG DEU GEUNG,위 잉 동 동 동 동 동 동,WI ING DONG DONG DONG DONG DONG DONG,피 키 피 키 픽 픽 픽,PI KI PI KI PIK PIK PIK
15_ (74).mp3,15,74,오 우,O U,아 옴,A OM,엄,EOM,아 오 옴,A O OM,호 옴,HO OM
15_ (75).mp3,15,75,똥 띵 똥 똥,TTONG TTING TTONG TTONG,뗭 텨 뗘 탸,TTYEONG TYEO TTYEO TYA,띵 띵 땅 땅,TTING TTING TTANG TTANG,띵 뙁 띵 띵,TTING TTWANG TTING TTING,똥 땅 땅 땅,TTONG TTANG TTANG TTANG
15_ (77).mp3,15,77,뚱 뚱 똥 똥,TTUNG TTUNG TTONG TTONG,띵 띵 땡 땡,TTING TTING TTAENG TTAENG,띵 똥 똥 똥,TTING TTONG TTONG TTONG,똥 똥 땅 땅,TTONG TTONG TTANG TTANG,땅 땅 똥 똥,TTANG TTANG TTONG TTONG
15_ (78).mp3,15,78,삐 이 익 삐 이 이 이,PPI I IK PPI I I I,삐 이 이 이 입 삐 이 이 이 이,PPI I I I IB PPI I I I I,삐 이 익 삐 이 익 삐 이 익,PPI I IK PPI I IK PPI I IK,삐 이 이 삐 이 이,PPI I I PPI I I,삐 익 삐 익,PPI IK PPI IK
15_ (79).mp3,15,79,삡 삡 삡,PPIB PPIB PPIB,삐 삐 삐,PPI PPI PPI,삐 익 삐 익 삐 익,PPI IK PPI IK PPI IK,삐 이 삐 이 삐 이,PPI I PPI I PPI I,팅 삐 삐 삐,TING PPI PPI PPI
15_ (8).mp3,15,8,읏 딴 따 라 라 란,EUT TTAN TTA RA RA RAN,퀴 티 티 디 티 리,KWI TI TI DI TI RI,띵 땅 따 라 라 랑,TTING TTANG TTA RA RA RANG,웅 똥 띠 라 라 똥,UNG TTONG TTI RA RA TTONG,둥 당 디 라 리 리,DUNG DANG DI RA RI RI
15_ (80).mp3,15,80,삑 삑 삑 삑 삑,PPIK PPIK PPIK PPIK PPIK,띠 띠 띠 띠 띠 띠,TTI TTI TTI TTI TTI TTI,삑 삑 삑 삑 삑,PPIK PPIK PPIK PPIK PPIK,삑 삑 삡 삡 삡,PPIK PPIK PPIB PPIB PPIB,픽 피 익 픽 픽 픽,PIK PI IK PIK PIK PIK
15_ (81).mp3,15,81,삡 삡 삡 삡 삡 삡 삡 삡,PPIB PPIB PPIB PPIB PPIB PPIB PPIB PPIB,띠 띠 띠 띠 띠 띠 띠 띠,TTI TTI TTI TTI TTI TTI TTI TTI,삐 익 삐 익 삐 익 삐 익 삐 익 삑 삑 삑 삑,PPI IK PPI IK PPI IK PPI IK PPI IK PPIK PPIK PPIK PPIK,삡 삡 삡 삡 삡 삐 삐 삐,PPIB PPIB PPIB PPIB PPIB PPI PPI PPI,띠 띠 띠 띠 띠 띠 띠 띠,TTI TTI TTI TTI TTI TTI TTI TTI
15_ (82).mp3,15,82,삐 삐 삐 삐 삐 삐 삐 삐 삐 삐 삐 삐 삐,PPI PPI PPI PPI PPI PPI PPI PPI PPI PPI PPI PPI PPI,삐 삐 삐 삐 삐 삐 비,PPI PPI PPI PPI PPI PPI BI,삐 삐 삐 삐 삐 삐 삐,PPI PPI PPI PPI PPI PPI PPI,삐 삐 삐 삐 삐 삐 삐 삐 삐 삐,PPI PPI PPI PPI PPI PPI PPI PPI PPI PPI,삐 삐 삐 삐 삐 삐 삐 삐 삐,PPI PPI PPI PPI PPI PPI PPI PPI PPI
15_ (83).mp3,15,83,삐 비 비 비 비 비 비 비 비 빅,PPI BI BI BI BI BI BI BI BI BIK,띠 띠 띠 띠 띠 띠 띠 띠 띠 띠,TTI TTI TTI TTI TTI TTI TTI TTI TTI TTI,따 따 따 따 따 따 따,TTA TTA TTA TTA TTA TTA TTA,삐 비 비 비 비  빅 비 비 비 비 비 비 비 빅,PPI BI BI BI BI  BIK BI BI BI BI BI BI BI BIK,삐 기 삐 기 삐 기 삐 기 삐 기,PPI GI PPI GI PPI GI PPI GI PPI GI
15_ (84).mp3,15,84,삐 비 비 비 비 비 비 비 비 비 비 빅,PPI BI BI BI BI BI BI BI BI BI BI BIK,삐 삐 삐 삐 삐 리 리 리 리 리 리,PPI PPI PPI PPI PPI RI RI RI RI RI RI,띠 리 리 리 리 띠 리 리 리 리 리,TTI RI RI RI RI TTI RI RI RI RI RI,삐 삐 삐 삐 삐 삐 리 리 리 리 리 리 리 리 릭,PPI PPI PPI PPI PPI PPI RI RI RI RI RI RI RI RI RIK,삐 리 리 리 리 리 리 리,PPI RI RI RI RI RI RI RI
15_ (85).mp3,15,85,삐 리 리 리 리 리 이 이 이 이,PPI RI RI RI RI RI I I I I,띠 리 리 리 리 리 띠 이 이 이 이,TTI RI RI RI RI RI TTI I I I I,삐 리 리 리 리 이 이 잉,PPI RI RI RI RI I I ING,삐 리 리 리 삐 리 삐 리 삐 리 삐 이 이 이 이 입,PPI RI RI RI PPI RI PPI RI PPI RI PPI I I I I IB,삐 리 리 리 리 리 릭 삐 익,PPI RI RI RI RI RI RIK PPI IK
15_ (86).mp3,15,86,삐 이 이 이 이,PPI I I I I,삐 이 이 이 이 이 이 우,PPI I I I I I I U,삐 이 이 이 이 이 이 이 익,PPI I I I I I I I IK,삐 이 이 이 이 이,PPI I I I I I,삐,PPI
15_ (87).mp3,15,87,따 르 르 르 르 르 르 릉,TTA REU REU REU REU REU REU REUNG,따 라 라 라 랑,TTA RA RA RA RANG,띠 리 리 리 링,TTI RI RI RI RING,따 르 르 르 르 르 르 릉,TTA REU REU REU REU REU REU REUNG,까 라 라 라 라 라 라 라 랑,KKA RA RA RA RA RA RA RA RANG
15_ (88).mp3,15,88,띠 로 띠 로 리 띠 로 띠 로 리,TTI RO TTI RO RI TTI RO TTI RO RI,띠 로 리 로 리 띠 로 리 리 리,TTI RO RI RO RI TTI RO RI RI RI,띠 로 리 로 리 띠 로 리 로 리,TTI RO RI RO RI TTI RO RI RO RI,삐 로 삐 로 롱 삐 로 삐 로 링,PPI RO PPI RO RONG PPI RO PPI RO RING,띠 로 로 로 로 띠 로 로 로 로,TTI RO RO RO RO TTI RO RO RO RO
15_ (89).mp3,15,89,띠 리 디 리 디 리 리 리 라 리 리 리,TTI RI DI RI DI RI RI RI RA RI RI RI,띠 로 리 로 리 로 리 로 리,TTI RO RI RO RI RO RI RO RI,띠 로 리 로 리 리 로 리 로 리,TTI RO RI RO RI RI RO RI RO RI,삐 리 리 리 삐 리 리 리 삐 리 리 리 삐 리 입,PPI RI RI RI PPI RI RI RI PPI RI RI RI PPI RI IB,삘 릴 릴 릴 릴 릴 리,PPIL RIL RIL RIL RIL RIL RI
15_ (9).mp3,15,9,똔 뚠 똔 뚠 똔 뚠,TTON TTUN TTON TTUN TTON TTUN,뚀 따 됴 다 뚀 다,TTYO TTA DYO DA TTYO DA,뜽 딩 동 딩 딩 동 동 딩,TTEUNG DING DONG DING DING DONG DONG DING,똥 당 똥 당 당 똥 당,TTONG DANG TTONG DANG DANG TTONG DANG,띵 띵 똥 티 앙 똥 띵 땅 똥 띵 땅,TTING TTING TTONG TI ANG TTONG TTING TTANG TTONG TTING TTANG
15_ (90).mp3,15,90,띠 로 띠 디 또 디 또 도 도,TTI RO TTI DI TTO DI TTO DO DO,띠 또 띠 러 로 라 띠 리 로,TTI TTO TTI REO RO RA TTI RI RO,삐 로 리 리 로 로 리 로,PPI RO RI RI RO RO RI RO,삐 리 리 삐 리 리 릴 릴 리,PPI RI RI PPI RI RI RIL RIL RI,띠 로 리 라 리 로 리 라,TTI RO RI RA RI RO RI RA
15_ (91).mp3,15,91,삐 로 리 로 삐 로 리 로,PPI RO RI RO PPI RO RI RO,띠 로 띠 리 띠 로 로 로,TTI RO TTI RI TTI RO RO RO,띠 로 리 로 리 로 리 로,TTI RO RI RO RI RO RI RO,삐 리 리 뛰 리 리 리,PPI RI RI TTWI RI RI RI,삐 르 리 리 삐 르 르 르,PPI REU RI RI PPI REU REU REU
15_ (92).mp3,15,92,띠 디 띠 디 디 또 로 도 로 돈,TTI DI TTI DI DI TTO RO DO RO DON,삐 이 이 이 이 비 비 다 로 디 로 도,PPI I I I I BI BI DA RO DI RO DO,땅 땅 따 랑 따 라 라 라 라 랑,TTANG TTANG TTA RANG TTA RA RA RA RA RANG,삐 뽀 리 로 띠 띠 로 리 로 리,PPI PPO RI RO TTI TTI RO RI RO RI,쁘 비 비 브 바 삐 비 리 비 롱,PPEU BI BI BEU BA PPI BI RI BI RONG
15_ (93).mp3,15,93,띠 로 리 리 띠 로 라 디 리 디,TTI RO RI RI TTI RO RA DI RI DI,뽀 로 로 로 삐 라 로 라 로,PPO RO RO RO PPI RA RO RA RO,띠 리 리 링 링 리 리 링,TTI RI RI RING RING RI RI RING,삐 비 비 빕 삐 삐 리 삐 리 삡,PPI BI BI BIB PPI PPI RI PPI RI PPIB,삘 릴 릴 릴 릴 리 리 리,PPIL RIL RIL RIL RIL RI RI RI
15_ (94).mp3,15,94,따 르 르 르 르 르 릉,TTA REU REU REU REU REU REUNG,뜨 르 르 르 르 르 릉,TTEU REU REU REU REU REU REUNG,따 르 르 르 르 르 으,TTA REU REU REU REU REU EU,떼 르 르 르 르 르 르 르 릉,TTE REU REU REU REU REU REU REU REUNG,찌 리 리 리 리 리 링,JJI RI RI RI RI RI RING
15_ (95).mp3,15,95,따 라 라 라 라 랑,TTA RA RA RA RA RANG,뜨 르 르 르 르 르 릉,TTEU REU REU REU REU REU REUNG,따 르 르 르 릉,TTA REU REU REU REUNG,뗴 르 르 르 르 르 르 릉,TTYE REU REU REU REU REU REU REUNG,띠 르 르 르 르 르 르 르 르 르 릉,TTI REU REU REU REU REU REU REU REU REU REUNG
15_ (96).mp3,15,96,띵 동 딩,TTING DONG DING,띠 로 로,TTI RO RO,띵 땡 똥,TTING TTAENG TTONG,띵 또 롱,TTING TTO RONG,똥 딩 딩,TTONG DING DING
15_ (97).mp3,15,97,딴 단 띤 딘,TTAN DAN TTIN DIN,뵤 오 표 오 칼 컥,BYO O PYO O KAL KEOK,뜨 릉 띵 등,TTEU REUNG TTING DEUNG,화 앙 화 앙 앙 띵 동,HWA ANG HWA ANG ANG TTING DONG,뽀 옹 옹 똥 동,PPO ONG ONG TTONG DONG
15_ (98).mp3,15,98,또 두 두 딥 뚜 디 따 다,TTO DU DU DIB TTU DI TTA DA,띠 로 도 로 러 로 떠 로,TTI RO DO RO REO RO TTEO RO,띠 리 리 리 로 띠 로,TTI RI RI RI RO TTI RO,두 루 루 루 루 루 두 루,DU RU RU RU RU RU DU RU,삐 로 리 로 리 로 뽀 로,PPI RO RI RO RI RO PPO RO
15_ (99).mp3,15,99,와 와 앙 와 앙,WA WA ANG WA ANG,꺄 라 꺄 랑 탸 탸 오,KKYA RA KKYA RANG TYA TYA O,삐 리 리 릭 따 우 따 우,PPI RI RI RIK TTA U TTA U,야 옹 야 옹 그 르 르 그 르 릉,YA ONG YA ONG GEU REU REU GEU REU REUNG,야 옹 야 옹 웡 웡,YA ONG YA ONG WONG WONG
15_1.wav,15,1,훠 오 오 훠 오 오,HWO O O HWO O O,츠 즈 즈 즈 즈 츠 즈 즈 즈,CHEU JEU JEU JEU JEU CHEU JEU JEU JEU,찌 리 리 링 찌 리 링,JJI RI RI RING JJI RI RING,휭 로 로 롱 휘 로 로 뤙,HWING RO RO RONG HWI RO RO RWONG,또 뤼 리 륑 또 뤼 리 륑,TTO RWI RI RWING TTO RWI RI RWING
15_10.wav,15,10,삑 삑 삑 삑 삑 삑,PPIK PPIK PPIK PPIK PPIK PPIK,삐 삐 삐 삐 삐 삐,PPI PPI PPI PPI PPI PPI,삐 빅 삐 빅 삐 빅,PPI BIK PPI BIK PPI BIK,삐 삑 삐 삑 삐 삑,PPI PPIK PPI PPIK PPI PPIK,삐 비 삐 비 삐 비,PPI BI PPI BI PPI BI
15_11.wav,15,11,띠 디 띠 디 디 띠 디 띠 이,TTI DI TTI DI DI TTI DI TTI I,삘 리 삘 리 비 리 드 르 르 륵,PPIL RI PPIL RI BI RI DEU REU REU REUK,삘 릭 리 릭 삐 이 이 익,PPIL RIK RI RIK PPI I I IK,삐 삐 삐 삐 삐 빅 삐 빅 삐 이 익,PPI PPI PPI PPI PPI BIK PPI BIK PPI I IK,삐 삐 삐 삐 비 삐 비 뽀 오,PPI PPI PPI PPI BI PPI BI PPO O
15_12.wav,15,12,삐 이 이 이 이 익,PPI I I I I IK,띠,TTI,삐 이 이 이 익,PPI I I I IK,뚜 우 우 우,TTU U U U,삐,PPI
15_13.wav,15,13,똥 또 디 당,TTONG TTO DI DANG,띵 띠 땅 떵,TTING TTI TTANG TTEONG,땅 따 랑 땅,TTANG TTA RANG TTANG,띵 또 롱 똥,TTING TTO RONG TTONG,봉 봉 빙 봉,BONG BONG BING BONG
15_14.wav,15,14,딴 똔 따 란 똔,TTAN TTON TTA RAN TTON,띠 떠 떠 따 따,TTI TTEO TTEO TTA TTA,띵 똥 띠 링 띵,TTING TTONG TTI RING TTING,뜅 똥 뛰 링 똥,TTWING TTONG TTWI RING TTONG,통 탕 띠 링 똥,TONG TANG TTI RING TTONG
15_15.wav,15,15,똥 똥 띵 똥 똥,TTONG TTONG TTING TTONG TTONG,떠 떠 따 떠 또,TTEO TTEO TTA TTEO TTO,삑 뽀 빙 똑 뽁,PPIK PPO BING TTOK PPOK,삑 삐 릭 삑 삑,PPIK PPI RIK PPIK PPIK,띵 띠 딩 띵 띵,TTING TTI DING TTING TTING
15_16.wav,15,16,띠 롱 똥,TTI RONG TTONG,또 록 떡,TTO ROK TTEOK,뜨 링 띵,TTEU RING TTING,삐 봉 삥 크 깃,PPI BONG PPING KEU GIT,띠 동 띵,TTI DONG TTING
15_17.wav,15,17,지 이 이 잉,JI I I ING,주 우 우 우 웅,JU U U U UNG,으 위 이 이 이 웅 크,EU WI I I I UNG KEU,즤 이 이 이 잉,JUI I I I ING,으 지 이 이 잉,EU JI I I ING
15_18.wav,15,18,지 이 이 이 잉,JI I I I ING,쯔 즈 으 으 으 으 으 웅,JJEU JEU EU EU EU EU EU UNG,찌 이 이 이 잉,JJI I I I ING,즤 이 이 잉 그 즤 이,JUI I I ING GEU JUI I,우 이 이 이 이 이,U I I I I I
15_19.wav,15,19,지 이 이 잉,JI I I ING,쯔 으 으 으 으 으,JJEU EU EU EU EU EU,브 우 우 우 웅,BEU U U U UNG,지 이 이 잉,JI I I ING,비 이 이 이 이 이 이 잉,BI I I I I I I ING
15_2.wav,15,2,티 디 딩 삡 삡 삡 삡,TI DI DING PPIB PPIB PPIB PPIB,쓰 츠 츠 즈 즈 즈 뾰 삐 삐 삐,SSEU CHEU CHEU JEU JEU JEU PPYO PPI PPI PPI,삐 르 르 르 뽁 삑 삑 삑,PPI REU REU REU PPOK PPIK PPIK PPIK,희 리 리 링 삐 삡 삡 삡,HUI RI RI RING PPI PPIB PPIB PPIB,팅 삐 비 비 빕,TING PPI BI BI BIB
15_20.wav,15,20,지 이 이 이 이 잉,JI I I I I ING,흐 크 그 쯔 즈 으 으 으 응,HEU KEU GEU JJEU JEU EU EU EU EUNG,브 으 으 으 우 우 웅,BEU EU EU EU U U UNG,스 으 으 즤 이 잉,SEU EU EU JUI I ING,턱 턱 지 이 이 잉,TEOK TEOK JI I I ING
15_21.wav,15,21,징 지 이 이 잉,JING JI I I ING,뀨 우 뀨 우 우 우 우 우 웅,KKYU U KKYU U U U U U UNG,찌 잉 찌 이 이 잉,JJI ING JJI I I ING,부 웅 부 부 부 부 부 붕,BU UNG BU BU BU BU BU BUNG,쁘 쁘 으 으 으 이,PPEU PPEU EU EU EU I
15_22.wav,15,22,지 이 이 이 잉,JI I I I ING,뜨 쯔 으 으 으 으 응,TTEU JJEU EU EU EU EU EUNG,위 이 이 웅,WI I I UNG,지 이 이 잉 이 잉,JI I I ING I ING,뚜 뚜 이 이 이 이,TTU TTU I I I I
15_23.wav,15,23,지 이 잉 삐 리 리 리,JI I ING PPI RI RI RI,쯔 으 삘 릴 리 리 리 리,JJEU EU PPIL RIL RI RI RI RI,지 유 웅 티 리 리 릭,JI YU UNG TI RI RI RIK,붕 뜰 를 를 를,BUNG TTEUL REUL REUL REUL,뚜 옹 삐 릴 릴 릴 리,TTU ONG PPI RIL RIL RIL RI
15_24.wav,15,24,삐 리 리 리 리 리 리,PPI RI RI RI RI RI RI,띠 릴 릴 릴 릴 릴 릴 리,TTI RIL RIL RIL RIL RIL RIL RI,삐 리 리 리 리 리 릭,PPI RI RI RI RI RI RIK,삐 리 리 리 삐 리 리 리 삐 리 리 리,PPI RI RI RI PPI RI RI RI PPI RI RI RI,삘 릴 릴 릴 릴 릴 리,PPIL RIL RIL RIL RIL RIL RI
15_25.wav,15,25,우 우 우 우 우,U U U U U,후 우 우 우 우 우 우 우,HU U U U U U U U,지 이 이 이 이 잉,JI I I I I ING,히 이 이 잉 이 이 이 이 이 잉 특,HI I I ING I I I I I ING TEUK,비 이 이 이 이 이 이 잉,BI I I I I I I ING
15_26.wav,15,26,띠 리 리 리 리 리,TTI RI RI RI RI RI,띨 릴 릴 리 리 리 리 리,TTIL RIL RIL RI RI RI RI RI,삘 리 릴 릴 릵,PPIL RI RIL RIL RIL,후 우 우 우 웅 삘 릴 릴 릴 릴 리,HU U U U UNG PPIL RIL RIL RIL RIL RI,삘 릴 릴 릴 릴 릴 리,PPIL RIL RIL RIL RIL RIL RI
15_27.wav,15,27,삐 리 리 리 리 리,PPI RI RI RI RI RI,띠 리 리 리 리 리 리 리,TTI RI RI RI RI RI RI RI,삘 릴 릴 릴 릴 릴 리 리 릭,PPIL RIL RIL RIL RIL RIL RI RI RIK,삘 릴 릴 릴 릴 릴 릴 리,PPIL RIL RIL RIL RIL RIL RIL RI,띠 리 리 리 리 릭,TTI RI RI RI RI RIK
15_28.wav,15,28,오 오 오 이 잉,O O O I ING,커 휘 이 이 이 이 이,KEO HWI I I I I I,빠 아 아 아 아,PPA A A A A,트 화 아 아 앙 아 아 앙 엥,TEU HWA A A ANG A A ANG ENG,따 하 아 아 아 아 아 아 앙,TTA HA A A A A A A ANG
15_29.wav,15,29,삐 이 이 보 호 오,PPI I I BO HO O,크 러 러 러 히 오,KEU REO REO REO HI O,삐 리 리 리 리 이 잉,PPI RI RI RI RI I ING,뚜 르 르 르 뚜 르 르 르,TTU REU REU REU TTU REU REU REU,뜨 으 으 으 호 오,TTEU EU EU EU HO O
15_3.wav,15,3,삐 삐 빠 삐 삐 삐 삐 삐,PPI PPI PPA PPI PPI PPI PPI PPI,삐 빠 뽀 빠 빠 바 바 바,PPI PPA PPO PPA PPA BA BA BA,삐 삐 띵 띵 띠 띠 띠 띠,PPI PPI TTING TTING TTI TTI TTI TTI,삐 뽀 삐 보 삐 뽀 삐 삐,PPI PPO PPI BO PPI PPO PPI PPI,띠 띠 또 따 띠 띠 띠 띠,TTI TTI TTO TTA TTI TTI TTI TTI
15_30.wav,15,30,삐 오 이 이 이,PPI O I I I,콰 아 아 아 아 아,KWA A A A A A,띠 링,TTI RING,삐 이 이 이 잉,PPI I I I ING,도 로 로 로 로 로 옹,DO RO RO RO RO RO ONG
15_31.wav,15,31,호 와 훠 어 어,HO WA HWO EO EO,햐 호 호 호,HYA HO HO HO,삐 로 로 로 로 롱,PPI RO RO RO RO RONG,호 옹 와 아 앙 허 어 엉,HO ONG WA A ANG HEO EO EONG,띵 호 오 오 오 오,TTING HO O O O O
15_32.wav,15,32,뷔 리 리 뷔 이,BWI RI RI BWI I,쿠 와 아 아 아,KU WA A A A,브 리 브 리 브 리,BEU RI BEU RI BEU RI,후 롸 앙 히 이 잉 이 이 잉,HU RWA ANG HI I ING I I ING,다 아 아 아,DA A A A
15_33.wav,15,33,삐 리 리 리 리 리 리 릭,PPI RI RI RI RI RI RI RIK,뜨 르 르 르 르 르 르 르,TTEU REU REU REU REU REU REU REU,삐 리 리 리 리 릭,PPI RI RI RI RI RIK,떼 르 르 르 를 르 르 르 릉,TTE REU REU REU REUL REU REU REU REUNG,삐 리 리 리 리 리,PPI RI RI RI RI RI
15_34.wav,15,34,띠 리 리 리 리 리 릭,TTI RI RI RI RI RI RIK,찔 릴 리 리 리 리 리,JJIL RIL RI RI RI RI RI,삐 리 리 리 리 리 릭,PPI RI RI RI RI RI RIK,삘 릴 릴 릴 릴 리,PPIL RIL RIL RIL RIL RI,쁘 릴 릴 리 릴 리 리 리,PPEU RIL RIL RI RIL RI RI RI
15_35.wav,15,35,삐 리 리 삐 리 리 리 리 리,PPI RI RI PPI RI RI RI RI RI,뗘 러 뗘 러 러 러 러 러 러,TTYEO REO TTYEO REO REO REO REO REO REO,삐 리 릭 삐 리 리 리 리 릭,PPI RI RIK PPI RI RI RI RI RIK,삐 릭 삐 리 리 리 리 릭,PPI RIK PPI RI RI RI RI RIK,쪼 로 쪼 로 로 로 로,JJO RO JJO RO RO RO RO
15_36.wav,15,36,삐 리 리 리 리 립 삐 리 리,PPI RI RI RI RI RIB PPI RI RI,띨 릴 리 리 리 리 띨 릴 리 리 리,TTIL RIL RI RI RI RI TTIL RIL RI RI RI,따 르 르 르 르 릉,TTA REU REU REU REU REUNG,삐 릴 리 리 삐 리 리,PPI RIL RI RI PPI RI RI,삐 리 리 리 리 리 삐 리 리 리 리,PPI RI RI RI RI RI PPI RI RI RI RI
15_37.wav,15,37,삐 리 리 리 리 삐 리 리 리 리,PPI RI RI RI RI PPI RI RI RI RI,띨 릴 릴 리 리 리,TTIL RIL RIL RI RI RI,따 르 르 르 르 르 릉,TTA REU REU REU REU REU REUNG,삐 리 리 리 리 리 리 리 리 리,PPI RI RI RI RI RI RI RI RI RI,삐 리 리 리 리 리 리 리 리,PPI RI RI RI RI RI RI RI RI
15_38.wav,15,38,띠 링,TTI RING,띠 링,TTI RING,따 릉,TTA REUNG,떼 르,TTE REU,둥 쨔 릉,DUNG JJYA REUNG
15_39.wav,15,39,따 르 르 르 르 르 릉,TTA REU REU REU REU REU REUNG,삐 리 리 리 리 리 리 삐,PPI RI RI RI RI RI RI PPI,띠 리 리 링 띠 리 리 링,TTI RI RI RING TTI RI RI RING,떼 르 르 르 르 르 릉,TTE REU REU REU REU REU REUNG,띠 리 리 리 리 링,TTI RI RI RI RI RING
15_4.wav,15,4,뚜 루 루 루 루 루 루 루 루 루,TTU RU RU RU RU RU RU RU RU RU,뜰 릴 릴 리 리 리 리,TTEUL RIL RIL RI RI RI RI,띠 리 로 리 로 리 로 리,TTI RI RO RI RO RI RO RI,삐 리 삐 리 삐 리 삐 리 삐 리 삐 리 삐 리,PPI RI PPI RI PPI RI PPI RI PPI RI PPI RI PPI RI,삐 리 리 리 리 리 리 리 리 리 리 리,PPI RI RI RI RI RI RI RI RI RI RI RI
15_40.wav,15,40,띠 잉,TTI ING,띵,TTING,또 링,TTO RING,땡 지 이 이 잉,TTAENG JI I I ING,띵,TTING
15_41.wav,15,41,지 이 이 이 이 잉,JI I I I I ING,띠 리 리 링 띵,TTI RI RI RING TTING,지 이 이 잉 띠 리 리 링,JI I I ING TTI RI RI RING,지 이 이 잉 떼 르 뗴 르 떼 르 떼 릉,JI I I ING TTE REU TTYE REU TTE REU TTE REUNG,위 잉 따 르 르 르 릉,WI ING TTA REU REU REU REUNG
15_42.wav,15,42,따 르 르 릉,TTA REU REU REUNG,띠 리 리 링,TTI RI RI RING,뜨 르 르 릉,TTEU REU REU REUNG,따 르 르 릉 윙,TTA REU REU REUNG WING,따 라 라 라 라 랑,TTA RA RA RA RA RANG
15_43.wav,15,43,삐 입,PPI IB,프 잉,PEU ING,찌 이 잉,JJI I ING,휘 이 잉,HWI I ING,쁘 이 익,PPEU I IK
15_44.wav,15,44,뚜 루 루 루 루 루 뚜 루 루 루 루 루,TTU RU RU RU RU RU TTU RU RU RU RU RU,뜨 르 르 르 르 뜨 르 르 르 르,TTEU REU REU REU REU TTEU REU REU REU REU,뚜 루 루 루,TTU RU RU RU,뚜 루 루 루 루 루,TTU RU RU RU RU RU,뚜 루 루 루 루 루 루 루,TTU RU RU RU RU RU RU RU
15_45.wav,15,45,삐 리 립,PPI RI RIB,띠 리 링,TTI RI RING,뚜 우 욱,TTU U UK,뚜 루 루,TTU RU RU,뚜 오 옥,TTU O OK
15_47.wav,15,47,뚜 루 루 루 루 루 루,TTU RU RU RU RU RU RU,뜨 르 르 르 르 르 르 르 륵,TTEU REU REU REU REU REU REU REU REUK,뚜 루 루 룷,TTU RU RU RUL,뚜 루 루 루 루 루 루,TTU RU RU RU RU RU RU,뚜 르 르 르 르 르 르 르,TTU REU REU REU REU REU REU REU
15_48.wav,15,48,뚜 루 루 룹,TTU RU RU RUB,또 로 로 로,TTO RO RO RO,띠 리 링,TTI RI RING,뚜 루 루,TTU RU RU,꾸 르 릅,KKU REU REUB
15_5.wav,15,5,또 로 로,TTO RO RO,뜨 르 르 르,TTEU REU REU REU,삐 리 리 링,PPI RI RI RING,삐 릴 리,PPI RIL RI,쁘 리 릭,PPEU RI RIK
15_50.wav,15,50,뚜 루 루 루 루 루 루,TTU RU RU RU RU RU RU,뜨 르 르 르 르 릉,TTEU REU REU REU REU REUNG,뚜 루 루 룽 뚜 루 룽,TTU RU RU RUNG TTU RU RUNG,뚜 루 루 뚜 루 루 뚜 루 루,TTU RU RU TTU RU RU TTU RU RU,뚜 루 루 뚜 루 루 뚜 루 루 루 뚜 루 루 루,TTU RU RU TTU RU RU TTU RU RU RU TTU RU RU RU
15_51.wav,15,51,뚜 우 우 우,TTU U U U,뜨 르 르 르,TTEU REU REU REU,띠 리 링,TTI RI RING,뚜 르 르,TTU REU REU,뚜 루 루,TTU RU RU
15_53.wav,15,53,지 이 잉,JI I ING,즈 이 이 이 이 이,JEU I I I I I,이 리 리 링,I RI RI RING,지 지 이 이 잉,JI JI I I ING,웅,UNG
15_54.wav,15,54,지 이 잉,JI I ING,쯔 응,JJEU EUNG,삐 이 잉 삑,PPI I ING PPIK,부 웅 우,BU UNG U,두 웅,DU UNG
